# Aspell Character Data File.  Do Not Edit!
cp437
214	letter	148	153	153	0	111	79
220	letter	129	154	154	0	117	85
162	other	155	155	155	0	155	155
163	other	156	156	156	0	156	156
165	other	157	157	157	0	157	157
8359	other	158	158	158	0	158	158
402	letter	159	159	159	70	102	102
225	letter	160	193	193	0	97	97
237	letter	161	205	205	0	105	105
243	letter	162	211	211	0	111	111
250	letter	163	218	218	0	117	117
241	letter	164	165	165	78	110	110
209	letter	164	165	165	78	110	78
170	letter	166	166	166	166	166	166
186	letter	167	167	167	167	167	167
191	other	168	168	168	0	168	168
8976	other	169	169	169	0	169	169
172	other	170	170	170	0	170	170
189	other	171	171	171	0	171	171
188	other	172	172	172	0	172	172
161	other	173	173	173	0	173	173
171	other	174	174	174	0	174	174
187	other	175	175	175	0	175	175
9617	other	176	176	176	0	176	176
9618	other	177	177	177	0	177	177
9619	other	178	178	178	0	178	178
9474	other	179	179	179	0	179	179
9508	other	180	180	180	0	180	180
9569	other	181	181	181	0	181	181
9570	other	182	182	182	0	182	182
9558	other	183	183	183	0	183	183
9557	other	184	184	184	0	184	184
9571	other	185	185	185	0	185	185
9553	other	186	186	186	0	186	186
9559	other	187	187	187	0	187	187
9565	other	188	188	188	0	188	188
9564	other	189	189	189	0	189	189
9563	other	190	190	190	0	190	190
9488	other	191	191	191	0	191	191
9492	other	192	192	192	0	192	192
9524	other	193	193	193	0	193	193
9516	other	194	194	194	0	194	194
9500	other	195	195	195	0	195	195
9472	other	196	196	196	0	196	196
9532	other	197	197	197	0	197	197
9566	other	198	198	198	0	198	198
9567	other	199	199	199	0	199	199
9562	other	200	200	200	0	200	200
9556	other	201	201	201	0	201	201
9577	other	202	202	202	0	202	202
9574	other	203	203	203	0	203	203
9568	other	204	204	204	0	204	204
9552	other	205	205	205	0	205	205
9580	other	206	206	206	0	206	206
9575	other	207	207	207	0	207	207
9576	other	208	208	208	0	208	208
9572	other	209	209	209	0	209	209
9573	other	210	210	210	0	210	210
9561	other	211	211	211	0	211	211
9560	other	212	212	212	0	212	212
9554	other	213	213	213	0	213	213
9555	other	214	214	214	0	214	214
9579	other	215	215	215	0	215	215
9578	other	216	216	216	0	216	216
9496	other	217	217	217	0	217	217
9484	other	218	218	218	0	218	218
9608	other	219	219	219	0	219	219
9604	other	220	220	220	0	220	220
9612	other	221	221	221	0	221	221
9616	other	222	222	222	0	222	222
9600	other	223	223	223	0	223	223
945	letter	224	224	224	224	224	224
946	letter	225	225	225	225	225	225
915	letter	226	226	226	226	226	226
960	letter	227	227	227	227	227	227
931	letter	229	228	228	228	229	228
963	letter	229	228	228	228	229	229
956	letter	230	230	230	230	230	230
964	letter	231	231	231	231	231	231
934	letter	232	232	232	232	232	232
920	letter	233	233	233	233	233	233
937	letter	234	234	234	234	234	234
948	letter	235	235	235	235	235	235
8734	other	236	236	236	0	236	236
8709	other	237	237	237	0	237	237
8712	other	238	238	238	0	238	238
8745	other	239	239	239	0	239	239
8801	other	240	240	240	0	240	240
177	other	241	241	241	0	241	241
8805	other	242	242	242	0	242	242
8804	other	243	243	243	0	243	243
8992	other	244	244	244	0	244	244
8993	other	245	245	245	0	245	245
247	other	246	246	246	0	246	246
8776	other	247	247	247	0	247	247
176	other	248	248	248	0	248	248
8729	other	249	249	249	0	249	249
183	other	250	250	250	0	250	250
8730	other	251	251	251	0	251	251
8319	letter	252	252	252	252	252	252
178	other	253	253	253	0	253	253
9632	other	254	254	254	0	254	254
160	space	255	255	255	0	255	255
